"","experiment","fam_or_test","subject_num","block_num","test_type","fam_duration","LT","exclude","age","sex"
"418","B","test",10,6,"nov","9",9.26730000001187,FALSE,239,"F"
"419","B","fam",11,5,"nov","1",5,FALSE,262,"F"
"420","B","test",11,5,"nov","1",19.3008999999762,FALSE,262,"F"
"421","B","fam",11,6,"fam","1",5,FALSE,262,"F"
"422","B","test",11,6,"fam","1",14.4601000000238,FALSE,262,"F"
"423","B","fam",11,1,"nov","3",12.56,FALSE,262,"F"
"424","B","test",11,1,"nov","3",13.586,TRUE,262,"F"
"425","B","fam",11,3,"fam","3",15,FALSE,262,"F"
"426","B","test",11,3,"fam","3",11.0415,FALSE,262,"F"
"427","B","fam",11,2,"fam","9",45,FALSE,262,"F"
"428","B","test",11,2,"fam","9",11.6920999999643,FALSE,262,"F"
"429","B","fam",11,4,"nov","9",45,FALSE,262,"F"
"430","B","test",11,4,"nov","9",24.5027999999523,FALSE,262,"F"
"431","B","fam",12,5,"nov","1",5,FALSE,242,"M"
"432","B","test",12,5,"nov","1",11.477,FALSE,242,"M"
"433","B","fam",12,6,"fam","1",4.76,FALSE,242,"M"
"434","B","test",12,6,"fam","1",26.6543000000119,FALSE,242,"M"
"435","B","fam",12,1,"nov","3",14.76,FALSE,242,"M"
"436","B","test",12,1,"nov","3",10.8438999999762,FALSE,242,"M"
"437","B","fam",12,3,"fam","3",13.84,FALSE,242,"M"
"438","B","test",12,3,"fam","3",13.1158999999761,FALSE,242,"M"
"439","B","fam",12,2,"fam","9",23.671,FALSE,242,"M"
"440","B","test",12,2,"fam","9",0.0309999999999988,TRUE,242,"M"
"441","B","fam",12,4,"nov","9",3.886,FALSE,242,"M"
"442","B","test",12,4,"nov","9",10.7978000000119,FALSE,242,"M"
"443","B","fam",13,3,"nov","1",0.125,TRUE,301,"M"
"444","B","test",13,3,"nov","1",2.24500000000001,FALSE,301,"M"
"445","B","fam",13,5,"fam","1",0.887,TRUE,301,"M"
"446","B","test",13,5,"fam","1",0.367000000000001,TRUE,301,"M"
"447","B","fam",13,1,"fam","3",4.55,FALSE,301,"M"
"448","B","test",13,1,"fam","3",2.50830000001194,FALSE,301,"M"
"449","B","fam",13,2,"nov","3",6.481,FALSE,301,"M"
"450","B","test",13,2,"nov","3",0.744,TRUE,301,"M"
"451","B","fam",13,4,"fam","9",0.204999999999998,TRUE,301,"M"
"452","B","test",13,4,"fam","9",5.125,FALSE,301,"M"
"453","B","fam",13,6,"nov","9",4.962,FALSE,301,"M"
"454","B","test",13,6,"nov","9",1.162,TRUE,301,"M"
"455","B","fam",14,1,"fam","1",5,TRUE,279,"M"
"456","B","test",14,1,"fam","1",2.51000000000001,TRUE,279,"M"
"457","B","fam",14,2,"nov","1",3.72,TRUE,279,"M"
"458","B","test",14,2,"nov","1",2.598,TRUE,279,"M"
"459","B","fam",14,4,"fam","3",3.749,TRUE,279,"M"
"460","B","test",14,4,"fam","3",0.069,TRUE,279,"M"
"461","B","fam",14,6,"nov","3",3.436,TRUE,279,"M"
"462","B","test",14,6,"nov","3",4.94059999996413,TRUE,279,"M"
"463","B","fam",14,3,"nov","9",2.278,TRUE,279,"M"
"464","B","test",14,3,"nov","9",-26.3398000000119,TRUE,279,"M"
"465","B","fam",14,5,"fam","9",3.343,TRUE,279,"M"
"466","B","test",14,5,"fam","9",9.78300000000001,TRUE,279,"M"
"467","B","fam",15,1,"fam","1",5,FALSE,229,"M"
"468","B","test",15,1,"fam","1",0.06,TRUE,229,"M"
"469","B","fam",15,2,"nov","1",5,FALSE,229,"M"
"470","B","test",15,2,"nov","1",8.61900000000001,FALSE,229,"M"
"471","B","fam",15,4,"fam","3",9.36000000000001,FALSE,229,"M"
"472","B","test",15,4,"fam","3",25.8936000000239,FALSE,229,"M"
"473","B","fam",15,6,"nov","3",14.56,FALSE,229,"M"
"474","B","test",15,6,"nov","3",6.76869999998814,FALSE,229,"M"
"475","B","fam",15,3,"nov","9",38.601,FALSE,229,"M"
"476","B","test",15,3,"nov","9",-39.94,TRUE,229,"M"
"477","B","fam",15,5,"fam","9",12.061,FALSE,229,"M"
"478","B","test",15,5,"fam","9",2.181,FALSE,229,"M"
"479","B","fam",16,1,"fam","1",5,FALSE,273,"F"
"480","B","test",16,1,"fam","1",13.6627999999821,FALSE,273,"F"
"481","B","fam",16,2,"nov","1",5,FALSE,273,"F"
"482","B","test",16,2,"nov","1",6.065,FALSE,273,"F"
"483","B","fam",16,4,"fam","3",15,FALSE,273,"F"
"484","B","test",16,4,"fam","3",21.821900000006,FALSE,273,"F"
"485","B","fam",16,6,"nov","3",3.001,FALSE,273,"F"
"486","B","test",16,6,"nov","3",5.39509999999404,FALSE,273,"F"
"487","B","fam",16,3,"nov","9",5.369,FALSE,273,"F"
"488","B","test",16,3,"nov","9",9.99959999999407,FALSE,273,"F"
"489","B","fam",16,5,"fam","9",1.516,TRUE,273,"F"
"490","B","test",16,5,"fam","9",1.596,TRUE,273,"F"
"491","B","fam",17,4,"fam","1",4.32,TRUE,280,"F"
"492","B","test",17,4,"fam","1",1.282,TRUE,280,"F"
"493","B","fam",17,6,"nov","1",1.44,TRUE,280,"F"
"494","B","test",17,6,"nov","1",4.749,FALSE,280,"F"
"495","B","fam",17,3,"nov","3",7.377,FALSE,280,"F"
"496","B","test",17,3,"nov","3",15.3081000000238,FALSE,280,"F"
"497","B","fam",17,5,"fam","3",6.098,FALSE,280,"F"
"498","B","test",17,5,"fam","3",2.30520000001788,FALSE,280,"F"
"499","B","fam",17,1,"fam","9",17.55,FALSE,280,"F"
"500","B","test",17,1,"fam","9",8.99000000000001,FALSE,280,"F"
"501","B","fam",17,2,"nov","9",31.48,TRUE,280,"F"
"502","B","test",17,2,"nov","9",11.0533000000119,TRUE,280,"F"
"503","B","fam",18,4,"fam","1",3.56,FALSE,297,"F"
"504","B","test",18,4,"fam","1",6.182,FALSE,297,"F"
"505","B","fam",18,6,"nov","1",4.48,FALSE,297,"F"
"506","B","test",18,6,"nov","1",0.230000000000004,TRUE,297,"F"
"507","B","fam",18,3,"nov","3",13,TRUE,297,"F"
"508","B","test",18,3,"nov","3",0.565,TRUE,297,"F"
"509","B","fam",18,5,"fam","3",1.34,TRUE,297,"F"
"510","B","test",18,5,"fam","3",0.746900000035763,TRUE,297,"F"
"511","B","fam",18,1,"fam","9",17.55,FALSE,297,"F"
"512","B","test",18,1,"fam","9",7.48909999996427,FALSE,297,"F"
"513","B","fam",18,2,"nov","9",1.289,TRUE,297,"F"
"514","B","test",18,2,"nov","9",13.4468999999761,FALSE,297,"F"
"515","B","fam",19,1,"nov","1",5,FALSE,335,"M"
"516","B","test",19,1,"nov","1",37.7893000000119,FALSE,335,"M"
"517","B","fam",19,3,"fam","1",5,FALSE,335,"M"
"518","B","test",19,3,"fam","1",5.225,FALSE,335,"M"
"519","B","fam",19,2,"fam","3",15,FALSE,335,"M"
"520","B","test",19,2,"fam","3",4.34839999997616,FALSE,335,"M"
"521","B","fam",19,4,"nov","3",15,FALSE,335,"M"
"522","B","test",19,4,"nov","3",2.805,FALSE,335,"M"
"523","B","fam",19,5,"nov","9",17.52,FALSE,335,"M"
"524","B","test",19,5,"nov","9",15.8,FALSE,335,"M"
"525","B","fam",19,6,"fam","9",24.422,FALSE,335,"M"
"526","B","test",19,6,"fam","9",16.9045999999642,FALSE,335,"M"
"527","B","fam",20,3,"nov","1",5,FALSE,333,"M"
"528","B","test",20,3,"nov","1",0.06,TRUE,333,"M"
"529","B","fam",20,5,"fam","1",5,FALSE,333,"M"
"530","B","test",20,5,"fam","1",0.06,TRUE,333,"M"
"531","B","fam",20,1,"fam","3",15,FALSE,333,"M"
"532","B","test",20,1,"fam","3",-19.94,TRUE,333,"M"
"533","B","fam",20,2,"nov","3",15,FALSE,333,"M"
"534","B","test",20,2,"nov","3",-19.94,TRUE,333,"M"
"535","B","fam",20,4,"fam","9",42.2,FALSE,333,"M"
"536","B","test",20,4,"fam","9",6.986,FALSE,333,"M"
"537","B","fam",20,6,"nov","9",45,FALSE,333,"M"
"538","B","test",20,6,"nov","9",50.2172,FALSE,333,"M"
"539","B","fam",21,5,"nov","1",5,FALSE,264,"M"
"540","B","test",21,5,"nov","1",10.318,FALSE,264,"M"
"541","B","fam",21,6,"fam","1",5,FALSE,264,"M"
"542","B","test",21,6,"fam","1",14.48,FALSE,264,"M"
"543","B","fam",21,1,"nov","3",15,FALSE,264,"M"
"544","B","test",21,1,"nov","3",26.7793000000715,FALSE,264,"M"
"545","B","fam",21,3,"fam","3",15,FALSE,264,"M"
"546","B","test",21,3,"fam","3",6.71020000004768,FALSE,264,"M"
"547","B","fam",21,2,"fam","9",17.215,FALSE,264,"M"
"548","B","test",21,2,"fam","9",4.135,FALSE,264,"M"
"549","B","fam",21,4,"nov","9",8.514,FALSE,264,"M"
"550","B","test",21,4,"nov","9",13.954,FALSE,264,"M"
"551","B","fam",22,1,"nov","1",5,FALSE,299,"M"
"552","B","test",22,1,"nov","1",20.8973000000715,FALSE,299,"M"
"553","B","fam",22,3,"fam","1",3.6,FALSE,299,"M"
"554","B","test",22,3,"fam","1",6.792,FALSE,299,"M"
"555","B","fam",22,2,"fam","3",13.72,FALSE,299,"M"
"556","B","test",22,2,"fam","3",27.315,FALSE,299,"M"
"557","B","fam",22,4,"nov","3",13.32,FALSE,299,"M"
"558","B","test",22,4,"nov","3",0.491999999999999,TRUE,299,"M"
"559","B","fam",22,5,"nov","9",6.944,FALSE,299,"M"
"560","B","test",22,5,"nov","9",0.504,TRUE,299,"M"
"561","B","fam",22,6,"fam","9",4.752,FALSE,299,"M"
"562","B","test",22,6,"fam","9",14.8317000000477,FALSE,299,"M"
"563","B","fam",23,4,"fam","1",4.64,TRUE,212,"M"
"564","B","test",23,4,"fam","1",3.429,TRUE,212,"M"
"565","B","fam",23,6,"nov","1",3.48,TRUE,212,"M"
"566","B","test",23,6,"nov","1",2.337,TRUE,212,"M"
"567","B","fam",23,3,"nov","3",8.52100000000001,TRUE,212,"M"
"568","B","test",23,3,"nov","3",6.93170000004768,TRUE,212,"M"
"569","B","fam",23,5,"fam","3",3.45,TRUE,212,"M"
"570","B","test",23,5,"fam","3",7.00969999992853,TRUE,212,"M"
"571","B","fam",23,1,"fam","9",8.79000000000003,TRUE,212,"M"
"572","B","test",23,1,"fam","9",7.59,TRUE,212,"M"
"573","B","fam",23,2,"nov","9",4.265,TRUE,212,"M"
"574","B","test",23,2,"nov","9",6.905,TRUE,212,"M"
"575","B","fam",24,4,"fam","1",5,FALSE,305,"M"
"576","B","test",24,4,"fam","1",32.0537999999999,FALSE,305,"M"
"577","B","fam",24,6,"nov","1",5,FALSE,305,"M"
"578","B","test",24,6,"nov","1",6.182,FALSE,305,"M"
"579","B","fam",24,3,"nov","3",15,FALSE,305,"M"
"580","B","test",24,3,"nov","3",8.091,FALSE,305,"M"
"581","B","fam",24,5,"fam","3",15,FALSE,305,"M"
"582","B","test",24,5,"fam","3",21.4076,FALSE,305,"M"
"583","B","fam",24,1,"fam","9",45,FALSE,305,"M"
"584","B","test",24,1,"fam","9",27.2306,FALSE,305,"M"
"585","B","fam",24,2,"nov","9",43.84,FALSE,305,"M"
"586","B","test",24,2,"nov","9",52.2719,FALSE,305,"M"
"587","B","fam",25,2,"fam","1",1.606,TRUE,309,"M"
"588","B","test",25,2,"fam","1",3.566,TRUE,309,"M"
"589","B","fam",25,4,"nov","1",5,TRUE,309,"M"
"590","B","test",25,4,"nov","1",3.512,TRUE,309,"M"
"591","B","fam",25,5,"nov","3",8.572,TRUE,309,"M"
"592","B","test",25,5,"nov","3",2.97920000000019,TRUE,309,"M"
"593","B","fam",25,6,"fam","3",7.759,TRUE,309,"M"
"594","B","test",25,6,"fam","3",1.80340000000037,TRUE,309,"M"
"595","B","fam",25,1,"nov","9",7.07,TRUE,309,"M"
"596","B","test",25,1,"nov","9",4.63,TRUE,309,"M"
"597","B","fam",25,3,"fam","9",10.692,TRUE,309,"M"
"598","B","test",25,3,"fam","9",6.78990000000037,TRUE,309,"M"
"599","B","fam",26,1,"fam","1",5,FALSE,324,"M"
"600","B","test",26,1,"fam","1",18.3461999999881,FALSE,324,"M"
"601","B","fam",26,2,"nov","1",4.04,FALSE,324,"M"
"602","B","test",26,2,"nov","1",3.724,FALSE,324,"M"
"603","B","fam",26,4,"fam","3",13.76,FALSE,324,"M"
"604","B","test",26,4,"fam","3",2.459,FALSE,324,"M"
"605","B","fam",26,6,"nov","3",10.72,FALSE,324,"M"
"606","B","test",26,6,"nov","3",4.738,FALSE,324,"M"
"607","B","fam",26,3,"nov","9",20.504,FALSE,324,"M"
"608","B","test",26,3,"nov","9",20.6783000000119,FALSE,324,"M"
"609","B","fam",26,5,"fam","9",34.4,FALSE,324,"M"
"610","B","test",26,5,"fam","9",6.38919999998814,FALSE,324,"M"
"611","B","fam",27,4,"fam","1",5,FALSE,274,"F"
"612","B","test",27,4,"fam","1",38.9518000000119,FALSE,274,"F"
"613","B","fam",27,6,"nov","1",5,FALSE,274,"F"
"614","B","test",27,6,"nov","1",10.1982000000179,FALSE,274,"F"
"615","B","fam",27,3,"nov","3",13.96,FALSE,274,"F"
"616","B","test",27,3,"nov","3",29.9397999999821,FALSE,274,"F"
"617","B","fam",27,5,"fam","3",14.48,FALSE,274,"F"
"618","B","test",27,5,"fam","3",4.4875,FALSE,274,"F"
"619","B","fam",27,1,"fam","9",44.2,FALSE,274,"F"
"620","B","test",27,1,"fam","9",-39.94,TRUE,274,"F"
"621","B","fam",27,2,"nov","9",43.08,FALSE,274,"F"
"622","B","test",27,2,"nov","9",34.0525999999941,FALSE,274,"F"
"623","B","fam",28,1,"nov","1",5,FALSE,270,"F"
"624","B","test",28,1,"nov","1",7.99,FALSE,270,"F"
"625","B","fam",28,3,"fam","1",5,TRUE,270,"F"
"626","B","test",28,3,"fam","1",11.758,FALSE,270,"F"
"627","B","fam",28,2,"fam","3",13.08,FALSE,270,"F"
"628","B","test",28,2,"fam","3",6.7455,FALSE,270,"F"
"629","B","fam",28,4,"nov","3",15,FALSE,270,"F"
"630","B","test",28,4,"nov","3",18.5235,FALSE,270,"F"
"631","B","fam",28,5,"nov","9",25.638,TRUE,270,"F"
"632","B","test",28,5,"nov","9",1.758,TRUE,270,"F"
"633","B","fam",28,6,"fam","9",1.32,TRUE,270,"F"
"634","B","test",28,6,"fam","9",-10.099599999994,TRUE,270,"F"
"635","B","fam",29,5,"nov","1",5,FALSE,292,"F"
"636","B","test",29,5,"nov","1",2.987,FALSE,292,"F"
"637","B","fam",29,6,"fam","1",4.76,FALSE,292,"F"
"638","B","test",29,6,"fam","1",4.867,FALSE,292,"F"
"639","B","fam",29,1,"nov","3",10.08,FALSE,292,"F"
"640","B","test",29,1,"nov","3",21.2757999999821,FALSE,292,"F"
"641","B","fam",29,3,"fam","3",15,FALSE,292,"F"
"642","B","test",29,3,"fam","3",10.4441000000238,FALSE,292,"F"
"643","B","fam",29,2,"fam","9",16.463,FALSE,292,"F"
"644","B","test",29,2,"fam","9",19.891,FALSE,292,"F"
"645","B","fam",29,4,"nov","9",24.548,FALSE,292,"F"
"646","B","test",29,4,"nov","9",6.508,FALSE,292,"F"
"647","B","fam",30,4,"fam","1",5,FALSE,300,"M"
"648","B","test",30,4,"fam","1",9.80800000000001,FALSE,300,"M"
"649","B","fam",30,6,"nov","1",5,FALSE,300,"M"
"650","B","test",30,6,"nov","1",25.9765999999941,FALSE,300,"M"
"651","B","fam",30,3,"nov","3",14.44,FALSE,300,"M"
"652","B","test",30,3,"nov","3",8.739,FALSE,300,"M"
"653","B","fam",30,5,"fam","3",14.121,FALSE,300,"M"
"654","B","test",30,5,"fam","3",5.41980000001186,FALSE,300,"M"
"655","B","fam",30,1,"fam","9",38.28,FALSE,300,"M"
"656","B","test",30,1,"fam","9",18.47,FALSE,300,"M"
"657","B","fam",30,2,"nov","9",5.28500000000001,FALSE,300,"M"
"658","B","test",30,2,"nov","9",46.805,FALSE,300,"M"
"659","B","fam",31,2,"fam","1",5,FALSE,323,"M"
"660","B","test",31,2,"fam","1",25.477,FALSE,323,"M"
"661","B","fam",31,4,"nov","1",5,FALSE,323,"M"
"662","B","test",31,4,"nov","1",8.48400000000001,FALSE,323,"M"
"663","B","fam",31,5,"nov","3",12.64,FALSE,323,"M"
"664","B","test",31,5,"nov","3",3.36220000001788,FALSE,323,"M"
"665","B","fam",31,6,"fam","3",5.539,FALSE,323,"M"
"666","B","test",31,6,"fam","3",0.996699999988137,TRUE,323,"M"
"667","B","fam",31,1,"nov","9",41.36,FALSE,323,"M"
"668","B","test",31,1,"nov","9",26.4735,FALSE,323,"M"
"669","B","fam",31,3,"fam","9",8.40200000000001,FALSE,323,"M"
"670","B","test",31,3,"fam","9",0.122000000000002,TRUE,323,"M"
"671","B","fam",32,3,"nov","1",5,FALSE,313,"M"
"672","B","test",32,3,"nov","1",16.178,FALSE,313,"M"
"673","B","fam",32,5,"fam","1",5,FALSE,313,"M"
"674","B","test",32,5,"fam","1",9.934,FALSE,313,"M"
"675","B","fam",32,1,"fam","3",14.16,FALSE,313,"M"
"676","B","test",32,1,"fam","3",-19.94,TRUE,313,"M"
"677","B","fam",32,2,"nov","3",14.64,FALSE,313,"M"
"678","B","test",32,2,"nov","3",8.771,FALSE,313,"M"
"679","B","fam",32,4,"fam","9",35.726,FALSE,313,"M"
"680","B","test",32,4,"fam","9",4.406,FALSE,313,"M"
"681","B","fam",32,6,"nov","9",14.06,FALSE,313,"M"
"682","B","test",32,6,"nov","9",11.66,FALSE,313,"M"
"683","B","fam",33,2,"fam","1",5,FALSE,318,"M"
"684","B","test",33,2,"fam","1",61.0121,FALSE,318,"M"
"685","B","fam",33,4,"nov","1",5,FALSE,318,"M"
"686","B","test",33,4,"nov","1",40.6242,FALSE,318,"M"
"687","B","fam",33,5,"nov","3",15,FALSE,318,"M"
"688","B","test",33,5,"nov","3",21.2336,FALSE,318,"M"
"689","B","fam",33,6,"fam","3",15,FALSE,318,"M"
"690","B","test",33,6,"fam","3",20.3467,FALSE,318,"M"
"691","B","fam",33,1,"nov","9",43.92,FALSE,318,"M"
"692","B","test",33,1,"nov","9",60.2112,FALSE,318,"M"
"693","B","fam",33,3,"fam","9",45,FALSE,318,"M"
"694","B","test",33,3,"fam","9",45.6823,FALSE,318,"M"
"695","B","fam",34,1,"nov","1",5,FALSE,309,"M"
"696","B","test",34,1,"nov","1",0.06,TRUE,309,"M"
"697","B","fam",34,3,"fam","1",5,TRUE,309,"M"
"698","B","test",34,3,"fam","1",0.06,TRUE,309,"M"
"699","B","fam",34,2,"fam","3",14.76,FALSE,309,"M"
"700","B","test",34,2,"fam","3",7.737,FALSE,309,"M"
"701","B","fam",34,4,"nov","3",14.56,FALSE,309,"M"
"702","B","test",34,4,"nov","3",25.5167999999523,FALSE,309,"M"
"703","B","fam",34,5,"nov","9",40.52,FALSE,309,"M"
"704","B","test",34,5,"nov","9",24.8041000000238,FALSE,309,"M"
"705","B","fam",34,6,"fam","9",42.48,FALSE,309,"M"
"706","B","test",34,6,"fam","9",9.38300000000001,FALSE,309,"M"
"707","B","fam",35,2,"fam","1",4.48,FALSE,329,"M"
"708","B","test",35,2,"fam","1",18.1169000000953,FALSE,329,"M"
"709","B","fam",35,4,"nov","1",3.48,FALSE,329,"M"
"710","B","test",35,4,"nov","1",20.856,FALSE,329,"M"
"711","B","fam",35,5,"nov","3",15,FALSE,329,"M"
"712","B","test",35,5,"nov","3",5.214,FALSE,329,"M"
"713","B","fam",35,6,"fam","3",2.012,FALSE,329,"M"
"714","B","test",35,6,"fam","3",2.532,FALSE,329,"M"
"715","B","fam",35,1,"nov","9",41.24,FALSE,329,"M"
"716","B","test",35,1,"nov","9",23.59,FALSE,329,"M"
"717","B","fam",35,3,"fam","9",9.272,FALSE,329,"M"
"718","B","test",35,3,"fam","9",6.192,FALSE,329,"M"
"719","C","fam",1,1,"fam","2",2.071,FALSE,293,"F"
"720","C","test",1,1,"fam","2",8.636,FALSE,293,"F"
"721","C","fam",1,2,"nov","2",7.789,FALSE,293,"F"
"722","C","test",1,2,"nov","2",21.395,FALSE,293,"F"
"723","C","fam",1,4,"fam","4",16.882,FALSE,293,"F"
"724","C","test",1,4,"fam","4",19.144,FALSE,293,"F"
"725","C","fam",1,6,"nov","4",15.446,FALSE,293,"F"
"726","C","test",1,6,"nov","4",15.497,FALSE,293,"F"
"727","C","fam",1,3,"nov","6",20.221,FALSE,293,"F"
"728","C","test",1,3,"nov","6",21.745,FALSE,293,"F"
"729","C","fam",1,5,"fam","6",29.999,FALSE,293,"F"
"730","C","test",1,5,"fam","6",10.468,FALSE,293,"F"
"731","C","fam",2,1,"fam","2",0.009,TRUE,224,"M"
"732","C","test",2,1,"fam","2",0.05,TRUE,224,"M"
"733","C","fam",2,2,"nov","2",0.009,TRUE,224,"M"
"734","C","test",2,2,"nov","2",0.05,TRUE,224,"M"
"735","C","fam",2,4,"fam","4",19.483,FALSE,224,"M"
"736","C","test",2,4,"fam","4",4.87,FALSE,224,"M"
"737","C","fam",2,6,"nov","4",2.968,FALSE,224,"M"
"738","C","test",2,6,"nov","4",0.041999999999998,TRUE,224,"M"
"739","C","fam",2,3,"nov","6",29.524,FALSE,224,"M"
"740","C","test",2,3,"nov","6",30.861,FALSE,224,"M"
"741","C","fam",2,5,"fam","6",11.617,FALSE,224,"M"
"742","C","test",2,5,"fam","6",7.518,FALSE,224,"M"
"743","C","fam",3,1,"nov","2",0.009,TRUE,269,"F"
"744","C","test",3,1,"nov","2",0.05,TRUE,269,"F"
"745","C","fam",3,3,"fam","2",9.999,FALSE,269,"F"
"746","C","test",3,3,"fam","2",11.5,FALSE,269,"F"
"747","C","fam",3,2,"fam","4",0.009,TRUE,269,"F"
"748","C","test",3,2,"fam","4",0.05,TRUE,269,"F"
"749","C","fam",3,4,"nov","4",19.002,FALSE,269,"F"
"750","C","test",3,4,"nov","4",16.662,FALSE,269,"F"
"751","C","fam",3,5,"nov","6",16.283,FALSE,269,"F"
"752","C","test",3,5,"nov","6",13.805,FALSE,269,"F"
"753","C","fam",3,6,"fam","6",10.825,FALSE,269,"F"
"754","C","test",3,6,"fam","6",5.511,FALSE,269,"F"
"755","C","fam",4,4,"fam","2",6.803,FALSE,275,"F"
"756","C","test",4,4,"fam","2",7.287,FALSE,275,"F"
"757","C","fam",4,6,"nov","2",9.999,FALSE,275,"F"
"758","C","test",4,6,"nov","2",10.185,FALSE,275,"F"
"759","C","fam",4,3,"nov","4",17.418,FALSE,275,"F"
"760","C","test",4,3,"nov","4",8.265,FALSE,275,"F"
"761","C","fam",4,5,"fam","4",9.82999999999998,FALSE,275,"F"
"762","C","test",4,5,"fam","4",19.173,FALSE,275,"F"
"763","C","fam",4,1,"fam","6",27.966,FALSE,275,"F"
"764","C","test",4,1,"fam","6",27.751,FALSE,275,"F"
"765","C","fam",4,2,"nov","6",25.594,FALSE,275,"F"
"766","C","test",4,2,"nov","6",16.788,FALSE,275,"F"
"767","C","fam",5,3,"nov","2",0.686,TRUE,286,"F"
"768","C","test",5,3,"nov","2",19.831,FALSE,286,"F"
"769","C","fam",5,5,"fam","2",8.139,FALSE,286,"F"
"770","C","test",5,5,"fam","2",4.562,FALSE,286,"F"
"771","C","fam",5,1,"fam","4",19.682,FALSE,286,"F"
"772","C","test",5,1,"fam","4",26.472,FALSE,286,"F"
"773","C","fam",5,2,"nov","4",0.009,TRUE,286,"F"
"774","C","test",5,2,"nov","4",0.05,TRUE,286,"F"
"775","C","fam",5,4,"fam","6",20.239,FALSE,286,"F"
"776","C","test",5,4,"fam","6",1.05,TRUE,286,"F"
"777","C","fam",5,6,"nov","6",15.475,FALSE,286,"F"
"778","C","test",5,6,"nov","6",5.548,FALSE,286,"F"
"779","C","fam",6,2,"fam","2",9.999,FALSE,293,"M"
"780","C","test",6,2,"fam","2",20.1,FALSE,293,"M"
"781","C","fam",6,4,"nov","2",9.68,FALSE,293,"M"
"782","C","test",6,4,"nov","2",17.448,FALSE,293,"M"
"783","C","fam",6,5,"nov","4",13.885,FALSE,293,"M"
"784","C","test",6,5,"nov","4",3.275,FALSE,293,"M"
"785","C","fam",6,6,"fam","4",5.993,FALSE,293,"M"
"786","C","test",6,6,"fam","4",5.475,FALSE,293,"M"
"787","C","fam",6,1,"nov","6",29.999,FALSE,293,"M"
"788","C","test",6,1,"nov","6",23.799,FALSE,293,"M"
"789","C","fam",6,3,"fam","6",29.999,FALSE,293,"M"
"790","C","test",6,3,"fam","6",4.222,FALSE,293,"M"
"791","C","fam",7,3,"nov","2",9.999,FALSE,297,"F"
"792","C","test",7,3,"nov","2",0.573999999999998,TRUE,297,"F"
"793","C","fam",7,5,"fam","2",0.009,TRUE,297,"F"
"794","C","test",7,5,"fam","2",0.05,TRUE,297,"F"
"795","C","fam",7,1,"fam","4",16.562,FALSE,297,"F"
"796","C","test",7,1,"fam","4",9.128,FALSE,297,"F"
"797","C","fam",7,2,"nov","4",19.64,FALSE,297,"F"
"798","C","test",7,2,"nov","4",37.077,FALSE,297,"F"
"799","C","fam",7,4,"fam","6",29.121,FALSE,297,"F"
"800","C","test",7,4,"fam","6",14.046,FALSE,297,"F"
"801","C","fam",7,6,"nov","6",29.999,FALSE,297,"F"
"802","C","test",7,6,"nov","6",26.105,FALSE,297,"F"
"803","C","fam",8,5,"nov","2",8.808,FALSE,269,"M"
"804","C","test",8,5,"nov","2",6.58,FALSE,269,"M"
"805","C","fam",8,6,"fam","2",2.104,FALSE,269,"M"
"806","C","test",8,6,"fam","2",2.187,FALSE,269,"M"
"807","C","fam",8,1,"nov","4",19.999,FALSE,269,"M"
"808","C","test",8,1,"nov","4",14.805,FALSE,269,"M"
"809","C","fam",8,3,"fam","4",10.772,FALSE,269,"M"
"810","C","test",8,3,"fam","4",0.0820000000000007,TRUE,269,"M"
"811","C","fam",8,2,"fam","6",12.694,FALSE,269,"M"
"812","C","test",8,2,"fam","6",5.133,FALSE,269,"M"
"813","C","fam",8,4,"nov","6",15.267,FALSE,269,"M"
"814","C","test",8,4,"nov","6",4.162,FALSE,269,"M"
"815","C","fam",9,4,"fam","2",9.999,FALSE,301,"F"
"816","C","test",9,4,"fam","2",10.537,FALSE,301,"F"
"817","C","fam",9,6,"nov","2",9.999,FALSE,301,"F"
"818","C","test",9,6,"nov","2",6.691,FALSE,301,"F"
"819","C","fam",9,3,"nov","4",19.999,FALSE,301,"F"
"820","C","test",9,3,"nov","4",9.331,FALSE,301,"F"
"821","C","fam",9,5,"fam","4",17.891,FALSE,301,"F"
"822","C","test",9,5,"fam","4",5.239,FALSE,301,"F"
"823","C","fam",9,1,"fam","6",13.671,FALSE,301,"F"
"824","C","test",9,1,"fam","6",17.257,FALSE,301,"F"
"825","C","fam",9,2,"nov","6",25.336,FALSE,301,"F"
"826","C","test",9,2,"nov","6",19.038,FALSE,301,"F"
"827","C","fam",10,2,"fam","2",0.943999999999998,TRUE,245,"F"
"828","C","test",10,2,"fam","2",10.184,FALSE,245,"F"
"829","C","fam",10,4,"nov","2",0.0300000000000017,TRUE,245,"F"
"830","C","test",10,4,"nov","2",0,TRUE,245,"F"
"831","C","fam",10,5,"nov","4",14.59,FALSE,245,"F"
"832","C","test",10,5,"nov","4",14.674,FALSE,245,"F"
"833","C","fam",10,6,"fam","4",13.568,FALSE,245,"F"
"834","C","test",10,6,"fam","4",19.091,FALSE,245,"F"
"835","C","fam",10,1,"nov","6",4.441,FALSE,245,"F"
"836","C","test",10,1,"nov","6",8.739,FALSE,245,"F"
"837","C","fam",10,3,"fam","6",28.417,FALSE,245,"F"
"838","C","test",10,3,"fam","6",10.176,FALSE,245,"F"
"839","C","fam",11,1,"nov","2",9.999,FALSE,323,"M"
